path,state
dataset1\photo-0.png,0
dataset1\photo-1.png,0
dataset1\photo-2.png,0
dataset1\photo-3.png,0
dataset1\photo-4.png,0
dataset1\photo-5.png,0
dataset1\photo-6.png,0
dataset1\photo-7.png,0
dataset1\photo-8.png,0
dataset1\photo-9.png,0
dataset1\photo-10.png,0
dataset1\photo-11.png,0
dataset1\photo-12.png,0
dataset1\photo-13.png,0
dataset1\photo-14.png,0
dataset1\photo-15.png,0
dataset1\photo-16.png,0
dataset1\photo-17.png,0
dataset1\photo-18.png,0
dataset1\photo-19.png,0
dataset1\photo-20.png,0
dataset1\photo-21.png,0
dataset1\photo-22.png,0
dataset1\photo-23.png,0
dataset1\photo-24.png,0
dataset1\photo-25.png,0
dataset1\photo-26.png,0
dataset1\photo-27.png,0
dataset1\photo-28.png,0
dataset1\photo-29.png,0
dataset1\photo-30.png,0
dataset1\photo-31.png,0
dataset1\photo-32.png,0
dataset1\photo-33.png,0
dataset1\photo-34.png,0
dataset1\photo-35.png,0
dataset1\photo-36.png,0
dataset1\photo-37.png,0
dataset1\photo-38.png,0
dataset1\photo-39.png,0
dataset1\photo-40.png,0
dataset1\photo-41.png,0
dataset1\photo-42.png,0
dataset1\photo-43.png,0
dataset1\photo-44.png,0
dataset1\photo-45.png,0
dataset1\photo-46.png,0
dataset1\photo-47.png,0
dataset1\photo-48.png,0
dataset1\photo-49.png,0
dataset1\photo-50.png,0
dataset1\photo-51.png,0
dataset1\photo-52.png,0
dataset1\photo-53.png,0
dataset1\photo-54.png,0
dataset1\photo-55.png,0
dataset1\photo-56.png,0
dataset1\photo-57.png,0
dataset1\photo-58.png,0
dataset1\photo-59.png,0
dataset1\photo-60.png,0
dataset1\photo-61.png,0
dataset1\photo-62.png,0
dataset1\photo-63.png,0
dataset1\photo-64.png,0
dataset1\photo-65.png,0
dataset1\photo-66.png,0
dataset1\photo-67.png,0
dataset1\photo-68.png,0
dataset1\photo-69.png,0
dataset1\photo-70.png,0
dataset1\photo-71.png,0
dataset1\photo-72.png,0
dataset1\photo-73.png,0
dataset1\photo-74.png,0
dataset1\photo-75.png,0
dataset1\photo-76.png,0
dataset1\photo-77.png,0
dataset1\photo-78.png,0
dataset1\photo-79.png,0
dataset1\photo-80.png,0
dataset1\photo-81.png,0
dataset1\photo-82.png,0
dataset1\photo-83.png,0
dataset1\photo-84.png,0
dataset1\photo-85.png,0
dataset1\photo-86.png,0
dataset1\photo-87.png,0
dataset1\photo-88.png,0
dataset1\photo-89.png,0
dataset1\photo-90.png,0
dataset1\photo-91.png,0
dataset1\photo-92.png,0
dataset1\photo-93.png,0
dataset1\photo-94.png,0
dataset1\photo-95.png,0
dataset1\photo-96.png,0
